10;443;10531;735;338;1;148;175370;128980;12804;143175;28452;1;4718865;4729395;6.3756000;5.4002490;283.2773180
6;376;19904;457;256;1;334;207449;93433;25596;278510;44823;1;5992504;6012407;6.1043430;6.5475150;267.2450250
16;57;14759;813;8855;1;4;29516;51652;16382;194424;291636;1;14758;29516;0.6942280;4.5989080;0.3669490
19;980;827;108;827;1;1;826;1652;1022;7536;11304;1;826;1652;0.0933930;0.5350380;0.0681480
14;75;2452;888;2452;1;1;2451;4902;4094;26352;39528;1;2451;4902;0.0666840;0.7630620;0.0690850
12;623;9694;861;1940;463;36;134005;89643;16582;192194;182796;1;214856;224549;5.4919840;9.1911090;8.8326440
6;353;3238;177;2;1;3366;35552;7210;3794;36388;7635;1;385025;388262;0.9431970;0.8199830;13.9665330
4;395;18145;57;234;1;385;148758;42305;27696;268653;107337;1;820692;838836;3.9793440;7.7546880;36.9770660
6;589;10805;463;347;1;142;135280;87547;13202;142310;25695;1;3194054;3204858;4.8888910;4.2709980;171.6223200
2;222;5354;284;2;215;7462;73052;69875;9862;75451;72273;1;841769;847122;2.2361330;2.2996870;21.4802630
7;479;18997;469;244;1;310;200907;92638;24136;264971;42315;1;5770886;5789882;6.4538850;6.5642120;293.7976410
7;448;900;261;181;1;31;17647;15177;1272;10697;3681;1;109594;110493;0.5999810;0.3134560;4.1380560
11;279;4496;840;900;57;34;96778;89331;5308;67471;63264;1;670292;674787;3.1916540;2.3533590;23.5861120
18;332;7592;460;7592;1;1;7591;15182;8190;92040;138060;1;7591;15182;0.5694190;4.4145320;0.4831350
12;981;3912;357;784;392;1;37757;41668;4186;51791;64494;1;37757;41668;1.8845750;3.6242240;1.8579090
3;990;12632;714;406;1;133;157418;112715;18924;181171;131202;1;5499485;5512116;7.6077020;9.1524380;497.0498700
19;69;14405;244;8642;1;4;28808;50413;16382;190994;286491;1;14404;28808;0.7058240;4.8297920;0.3792310
8;447;12882;660;414;1;148;187785;131535;14986;172403;30999;1;5349654;5362535;6.4465110;4.1125770;237.3752830
18;722;17436;980;10460;1;4;34870;61022;32766;241816;362724;1;17435;34870;3.7354760;18.3629450;1.7598940
2;286;1121;654;225;1;28;22021;21147;1618;12215;12555;1;210399;211519;0.7814350;0.6330190;7.7869890
19;873;1491;218;893;1;4;2980;5214;2046;14568;21852;1;1490;2980;0.3058680;0.9484140;0.1226000
4;699;1868;532;375;1;25;63069;60422;3052;23261;10368;1;460731;462598;2.7564650;0.8839380;20.8801110
4;705;6522;296;523;1;67;95031;72445;10208;88179;31485;1;1240329;1246850;3.8079480;2.8700300;64.9488040
20;630;15313;849;9188;1;4;30624;53591;16382;200418;300627;1;15312;30624;2.8630780;13.5733480;1.3513150
16;427;13241;874;7943;1;4;26480;46339;16382;173546;260319;1;13240;26480;1.9032540;9.4767400;0.9867230
7;973;15168;395;487;1;139;172386;104652;18124;203975;32124;1;3961645;3976812;7.5865590;5.9930800;357.4710730
16;213;11868;321;7121;1;4;23734;41534;16382;151704;227556;1;11867;23734;1.0380850;5.8062760;0.5541920
11;815;8056;181;1612;103;35;107984;71828;10330;146989;119736;1;338877;346932;5.4435210;7.5922410;17.6536760
20;392;6595;14;3956;1;4;13188;23078;8190;80008;120012;1;6594;13188;1.2010300;4.3166160;0.4394240
2;480;6060;659;2;193;7391;76303;80461;9754;78663;82821;1;2000089;2006148;3.4334260;3.4617400;81.7756110
6;521;12829;292;412;1;148;131567;72368;15092;169720;26385;1;2506958;2519786;4.3995240;3.9474600;127.1814280
13;137;8294;854;3318;3317;1;31298;39591;16380;148743;160686;1;31298;39591;0.8163020;3.6537620;0.8003330
1;916;5860;730;3515;1;4;11718;20506;8190;68976;103464;1;5859;11718;1.4921650;5.5603500;0.6365490
9;724;16714;566;215;1;340;184533;89333;20208;229708;37725;1;6233635;6250348;6.5132010;6.3528020;457.9589820
9;604;9217;73;2;117;1;525793;535009;10646;115265;16722;1;525793;535009;28.1461340;2.7074530;27.7422210
9;718;6156;210;494;1;70;70288;48555;6912;74589;12789;1;881761;887916;2.7113010;1.7851430;47.4901750
11;863;14870;559;1191;62;78;332887;200870;20172;352491;231399;1;1701295;1716164;15.3798630;17.7417240;91.6919750
7;908;9181;692;2;117;9575;115899;24022;11490;119671;25914;1;3838865;3848045;3.6684470;4.1911830;300.4423760
1;664;7213;751;4328;1;4;14424;25241;8190;88346;132519;1;7212;14424;1.3523700;5.7395790;0.6344770
9;496;15353;153;493;1;115;135799;70143;17606;204777;28134;1;1651809;1667161;4.4005200;4.5282650;89.0702230
6;995;10499;540;337;1;154;138254;90269;13036;140316;26376;1;3573929;3584427;6.1544640;4.2474240;302.5209540
20;21;9719;441;5831;1;4;19436;34012;16382;123352;185028;1;9718;19436;0.3495900;2.6449230;0.1890480
14;721;6726;423;4034;1;4;13450;23537;8190;81942;122913;1;6725;13450;1.6131370;5.8324500;0.6859410
11;754;9898;461;2;475;1;901219;911116;10680;198070;146826;1;901219;911116;41.2998470;9.9084670;42.3634360
13;95;1164;239;698;117;4;3293;5031;2052;11484;17127;1;3718;4881;0.1257620;0.4599740;0.0908590
14;254;17999;686;10799;1;4;35996;62992;32766;247872;371808;1;17998;35996;2.0689710;11.8067080;1.1266090
3;236;3545;635;2;1;4407;47937;29661;5454;48984;30690;1;1175094;1178638;1.2875760;1.3075700;28.1377680
14;929;17268;666;10361;1;4;34534;60434;32766;238416;357624;1;17267;34534;4.8050350;25.0413820;3.0446470
4;128;14240;267;457;1;151;138597;72548;21462;207001;81186;1;2568295;2582534;2.4282810;3.7605220;53.2763670
19;561;493;423;296;1;4;984;1721;510;3994;5991;1;492;984;0.0575160;0.2168160;0.0327430
19;154;9826;888;5894;1;4;19650;34387;16382;125158;187737;1;9825;19650;0.7259170;4.0175480;0.3944050
14;88;17348;930;10409;1;4;34694;60714;32766;239248;358872;1;17347;34694;0.9024040;6.5115960;0.4978120
20;71;8691;276;5213;1;4;17380;30414;16382;111048;166572;1;8690;17380;0.4304930;3.0350740;0.2569420
14;802;3315;279;1988;1;4;6628;11598;4094;36808;55212;1;3314;6628;0.7167670;2.7121240;0.2858990
5;370;6764;858;542;1;64;193353;174396;9850;89352;26145;1;3248176;3254939;6.8856080;2.3487280;128.4503460
15;64;6847;944;6847;1;1;6846;13692;8190;82944;124416;1;6846;13692;0.1728660;1.9844980;0.1684450
15;915;11762;265;11762;1;1;11761;23522;16382;149958;224937;1;11761;23522;1.4600330;13.5676450;1.2968660
4;805;18180;644;234;1;334;210667;105882;27604;279468;115905;1;7661501;7679680;8.1477860;10.8119480;606.8102710
12;683;5444;445;1090;545;1;68379;73822;8308;81097;95148;1;68379;73822;2.9407830;4.5812270;2.8930910
19;449;18924;783;11354;1;4;37846;66230;32766;260504;390756;1;18923;37846;2.8680860;15.1625270;1.5029100
16;127;722;153;722;1;1;721;1442;1022;6374;9561;1;721;1442;0.0261540;0.1980330;0.0262110
18;569;5358;663;3215;1;4;10714;18749;8190;63390;95085;1;5357;10714;0.8904020;3.6955010;0.4032770
3;243;2774;426;2;278;3452;33357;21677;4068;33962;22275;1;644965;647738;0.9324530;0.9358540;16.0516360
5;585;10058;660;323;1;145;149519;105778;14944;137975;33645;1;4062707;4072764;5.4335810;3.8911900;222.0932570
12;770;18374;49;3676;587;1;45575;63948;33366;3452480;372609;1;45575;63948;2.9062310;80.4880900;2.8964080
20;133;13523;15;8114;1;4;27044;47326;16382;177896;266844;1;13522;27044;0.9256780;5.2336730;0.5264810
10;455;16557;555;213;1;328;181639;88490;20270;227032;37566;1;6060027;6076583;5.7534480;6.9528880;297.9559480
15;623;4736;14;2840;1;4;9470;16572;8190;55936;83904;1;4735;9470;0.8857980;3.4089100;0.3519280
10;191;12751;356;409;1;145;141165;83386;14202;167648;25764;1;2992122;3004872;3.2515190;3.0113480;85.7415200
12;621;15941;977;3189;509;44;289569;152765;16772;386075;308580;1;379698;395638;11.1087830;18.1179500;15.3539450
5;792;7961;381;2;101;9697;106480;21419;11512;109645;23217;1;1934520;1942480;3.4157840;3.3317880;122.7894850
10;135;15423;33;495;1;94;98083;36638;16418;200665;24897;1;426295;441717;1.7670850;2.9921210;10.3531190
7;369;14679;693;471;1;136;231710;169832;17628;199207;35562;1;6398674;6413352;7.8639420;4.9607880;270.0215370
12;186;4484;394;898;449;1;47341;51824;8248;66746;78171;1;47341;51824;1.2785630;2.0788450;1.2129410
9;200;13811;984;443;1;148;267304;208321;16620;189463;38088;1;8245510;8259320;6.6809930;3.7034320;205.4017050
11;630;2483;727;498;249;24;48560;50025;4326;31852;34515;1;286875;289357;2.1489270;1.4760890;12.5267980
11;420;9299;25;1861;70;1;82471;91769;10510;941992;137604;1;82471;91769;3.4626740;14.9179400;3.3762730
3;262;12174;235;391;1;175;111920;59718;16710;184902;119850;1;1906064;1918237;3.1476980;5.2795240;67.9124430
9;443;6571;233;527;1;70;80651;57507;7540;81447;13950;1;1010243;1016813;2.7442900;1.9018720;41.1262970
16;441;11141;137;6683;1;4;22280;38989;16382;142482;213723;1;11140;22280;1.6633800;7.8075440;0.8211270
16;251;14908;336;8945;1;4;29814;52174;16382;196472;294708;1;14907;29814;1.6753270;9.1259800;0.9091220
5;51;2787;856;2;1;3484;35012;13625;4112;36038;14175;1;1041355;1044141;0.6827640;0.7132640;15.1852980
18;60;19027;64;19027;1;1;19026;38052;32766;262248;393372;1;19026;38052;0.5017620;6.3384770;0.4568160
8;25;12606;785;405;1;145;215560;162073;14844;170385;32391;1;6038636;6051241;3.0740570;2.6507100;75.0654190
8;318;10659;415;342;1;139;122336;76348;12628;137800;24051;1;2835727;2846385;3.6903670;2.7459490;106.9601510
2;382;9488;721;760;1;76;155852;138361;11360;134140;135306;1;3574415;3583902;5.4665930;5.2265620;133.6458920
19;85;14014;299;8408;1;4;28026;49045;16382;183294;274941;1;14013;28026;0.7500270;4.7945210;0.3954940
12;152;12890;93;2579;619;1;84715;97604;16692;287639;250974;1;84715;97604;2.3765260;9.7685190;2.3854570
5;719;1701;380;341;1;19;53858;51658;2402;19585;6912;1;319222;320922;2.2968040;0.6667010;14.7363200
14;476;4926;526;2954;1;4;9850;17237;8190;57726;86589;1;4925;9850;0.7076850;3.2122620;0.3379390
8;327;8768;176;2;113;8820;106432;16356;10998;110781;18531;1;1072303;1081070;2.3684920;2.2093350;39.5948350
15;103;5829;389;3497;1;4;11656;20397;8190;68754;103131;1;5828;11656;0.3064440;1.8230750;0.1693490
17;475;7625;361;4574;1;4;15248;26683;8190;92330;138495;1;7624;15248;1.1339230;4.9351590;0.5454100
12;162;18937;286;3789;605;1;169000;187936;33218;510019;385791;1;169000;187936;4.4739380;12.4043780;4.3810560
8;252;13937;923;447;1;151;257072;195191;16678;191876;37083;1;7804761;7818697;7.9612430;3.9393500;286.4671090
10;735;11474;897;368;1;142;206576;157727;14004;154763;32535;1;6210764;6222237;8.4241620;4.9797460;420.9023330
3;496;16310;814;523;1;160;209522;147893;25172;243956;175722;1;8129415;8145724;7.8272480;9.7071950;419.4567730
6;104;6160;866;494;1;70;177852;158629;8000;82411;21846;1;2907885;2914044;3.6520540;1.6872900;56.3870430
16;515;17411;96;10445;1;4;34820;60934;32766;241672;362508;1;17410;34820;2.8416680;15.2144570;1.3996260
6;228;1570;959;315;1;28;68674;67026;2498;20031;10032;1;479856;481425;1.6906460;0.5687900;11.4592590
11;47;10030;735;2007;76;30;285432;226878;10850;199326;149520;1;1423681;1433710;4.2753980;3.2910530;22.0181180
19;678;4999;24;2999;1;4;9996;17492;8190;58520;87780;1;4998;9996;1.0248890;3.8442480;0.4305230
4;797;1752;286;352;1;19;47510;45096;2752;20837;7890;1;264816;266567;2.1080080;0.7229730;15.2936950
17;153;5517;12;5517;1;1;5516;11032;8190;65210;97815;1;5516;11032;0.2243640;2.1997970;0.2449250
10;971;5721;580;459;1;70;123522;105174;7182;72915;17319;1;1933610;1939330;6.3818770;3.0072420;187.1886010
14;59;19318;126;11591;1;4;38634;67609;32766;265046;397569;1;19317;38634;0.8879870;6.2374010;0.4734420
18;183;10294;987;6176;1;4;20586;36025;16382;133462;200193;1;10293;20586;0.8557690;4.6273860;0.4326680
12;290;12542;609;2510;601;40;192165;109633;16696;280498;245787;1;208567;221108;5.2838150;9.7916290;7.5182970
13;60;1266;335;758;127;4;2740;4629;2058;12295;18303;1;3610;4875;0.0611880;0.3189330;0.0715600
12;266;18895;930;3780;605;48;382975;182950;33252;509017;385323;1;460534;479428;10.6263020;16.6881830;16.1840340
5;209;17648;411;227;1;336;180301;75791;27536;255187;56292;1;4715932;4733579;3.8496930;5.3944640;117.1364290
10;164;12461;800;400;1;142;212759;160369;14688;166825;32397;1;6028244;6040704;4.7095230;3.1270860;132.0276710
4;985;15319;115;2;115;19807;223969;83516;23388;227553;87093;1;1244179;1259497;8.4393580;8.6006480;109.4703180
4;533;1180;505;237;1;22;33826;32374;1882;14085;6876;1;234726;235905;1.3163010;0.5272900;9.8572170
